track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Rosa Pastel,Jasiel Nuez,2,2023,2,2,200,4,90025258.00,8,77,123,G,Minor,70,86,68,24,0,11,4
Abcdario,Junior H,2,2023,5,13,262,5,89933133.00,8,60,129,G#,Major,70,42,43,78,0,11,3
Aint Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.00,4,20,121,F#,Minor,64,67,80,0,0,36,3
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Swae Lee,4,2023,6,2,551,4,86773632.00,13,46,146,B,Minor,61,20,48,21,0,12,6
LADY GAGA,Gabito Ballesteros,3,2023,6,22,332,26,86444842.00,11,163,140,F,Minor,65,87,74,22,0,42,4
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.00,15,17,144,D,Major,68,83,81,9,0,8,4
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.00,45,11,98,C#,Major,70,29,73,12,0,11,26
Novo Balan,Veigh,4,2023,5,19,283,7,81102253.00,6,9,124,D#,Minor,84,65,50,67,0,13,6
DOGTOOTH,Tyler,2,2023,3,27,1479,0,80758350.00,23,0,78,G#,Major,71,80,65,51,0,22,32
SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654.00,16,149,130,G,Minor,79,96,86,9,0,9,9
I Know - PR1SVX Edit,Kanii,2,2023,3,24,407,0,77377503.00,16,15,134,B,Minor,67,11,76,8,47,30,7
Conexes de Mfia (feat. Rich ,Rich The Kid,2,2023,4,30,385,4,77233241.00,17,7,117,F#,Minor,77,69,58,39,0,26,5
Shoong! (feat. LISA of BLACKPINK),TAEYANG,2,2023,4,25,351,9,76910644.00,16,90,110,B,Minor,76,26,70,1,0,41,6
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.00,8,96,105,C#,Major,80,69,78,28,0,11,14
Carto B,MC Caverinha,2,2023,5,11,269,4,71573339.00,7,2,108,A,Minor,84,55,47,26,0,20,64
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,2,2023,6,2,332,5,70106975.00,18,41,120,A,Major,78,5,30,21,0,13,5
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.00,15,15,106,F,Major,67,24,78,15,0,30,4
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.00,0,0,92,A#,Minor,71,41,31,79,0,10,5
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410.00,29,9,100,A,Major,72,42,66,18,4,19,4
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Rauw Alejandro,2,2023,6,21,871,32,66902503.00,25,59,128,B,Major,78,59,65,10,0,26,5
S-Class,Stray Kids,1,2023,6,2,290,19,65496046.00,9,101,105,F,Minor,89,67,78,9,0,7,33
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,3,2023,6,23,1117,80,65156199.00,82,145,144,,Major,77,75,58,52,0,23,25
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Arijit Singh,3,2023,5,15,178,6,64533040.00,6,71,100,E,Major,56,53,55,53,0,12,4
MOJABI GHOST,Tainy,2,2023,6,29,859,40,61245289.00,35,109,122,F#,Minor,81,74,71,14,0,56,4
Mami Chula,Quevedo,2,2023,4,27,875,4,61105704.00,17,13,120,G,Minor,80,33,70,22,0,9,4
Snow On The Beach (feat. More Lana Del Rey),Lana Del Rey,2,2023,5,26,359,2,60350538.00,1,0,110,F#,Minor,66,32,40,81,0,11,3
Man Made A Bar (feat. Eric Church),Morgan Wallen,2,2023,3,3,329,0,58890931.00,14,35,148,E,Major,50,49,76,12,0,12,3
SORRY NOT SORRY,Tyler,2,2023,3,31,709,0,58473276.00,8,1,96,F#,Minor,48,50,80,40,0,37,20
Super Shy,NewJeans,1,2023,7,7,422,55,58255150.00,37,202,150,F,Minor,78,52,82,18,0,15,7
Columbia,Quevedo,1,2023,7,7,714,43,58149378.00,25,89,100,F,Major,67,26,71,37,0,11,4
69,Nicky Jam,2,2023,5,18,1134,22,57945987.00,39,14,93,G#,Major,79,58,62,11,0,11,23
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440.00,0,0,130,G,Minor,67,96,88,12,19,8,4
POLARIS - Remix,Feid,4,2023,6,8,773,33,57312735.00,20,46,170,G#,Minor,62,55,80,15,0,37,7
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Kendrick Lamar,2,2023,5,19,896,0,57089066.00,34,2,126,C#,Major,78,20,70,1,0,16,4
98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.00,6,15,142,D,Major,49,48,67,10,0,26,3
LUNA,Junior H,2,2023,6,22,201,11,55842345.00,19,117,128,A,Minor,75,79,63,33,0,15,4
BABY HELLO,Rauw Alejandro,2,2023,6,23,1004,35,54266102.00,42,80,130,C#,Minor,77,84,89,17,0,43,5
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,5,2023,5,22,182,8,54225632.00,3,88,110,G,Minor,76,96,72,32,0,9,4
HAPPY,NF,1,2023,3,25,660,0,52722996.00,22,7,106,G,Major,73,22,86,31,0,12,4
TULUM,Peso Pluma,2,2023,6,28,266,34,52294266.00,20,185,168,F#,Major,56,63,87,39,0,11,5
I Can See You (Taylors Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248.00,73,119,123,F#,Major,69,82,76,6,0,6,3
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),Halsey,2,2023,6,5,215,6,51985779.00,6,14,84,A,Minor,43,14,74,1,0,19,8
Mejor Que Yo,Mambo Kingz,3,2023,5,4,675,1,50847624.00,9,13,178,C#,Minor,62,56,66,18,0,12,5
Cheques,Shubh,1,2023,5,19,67,8,47956378.00,7,10,90,E,Minor,74,36,63,26,0,27,5
Karma (feat. Ice Spice),Taylor Swift,2,2023,5,26,588,0,46142772.00,23,21,90,G#,Major,62,7,62,6,0,58,6
Stand By Me (feat. Morgan Wallen),Lil Durk,2,2023,5,26,381,5,46065667.00,23,82,134,B,Major,76,61,58,6,0,16,3
CORAZN VA,Maria Becerra,1,2023,6,22,370,20,43857627.00,12,16,98,C#,Major,68,40,79,33,0,30,6
Piman De,Semicenk,2,2023,6,2,185,3,43522589.00,5,6,98,A#,Minor,73,45,62,28,0,13,13
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.00,37,3,176,F#,Minor,50,44,76,10,0,32,5
Novidade na ,Mc Livinho,2,2023,6,23,267,9,39709092.00,9,6,130,F,Major,63,36,34,76,0,35,9
Hummingbird (Metro Boomin & James Blake),James Blake,2,2023,6,2,277,1,39666245.00,1,20,81,F#,Major,59,26,60,46,1,25,13
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178.00,32,93,82,G#,Major,51,22,53,1,0,15,3
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929.00,16,72,142,D,Major,50,20,64,1,0,12,3
LAGUNAS,Jasiel Nuez,2,2023,6,22,58,18,39058561.00,2,106,116,B,Major,77,79,62,33,1,15,3
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Future,3,2023,6,2,259,0,37126685.00,5,17,135,A,Minor,77,28,55,18,0,22,15
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123.00,21,52,121,G,Major,65,49,78,0,0,17,4
Don't ever say love me (feat. RM of BTS),RM,2,2023,5,4,105,0,34502215.00,5,9,145,B,Minor,54,19,48,36,0,37,5
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.00,5,9,148,,Major,53,61,81,5,0,36,4
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",WizKid,5,2023,6,2,197,0,32761689.00,3,10,101,F,Major,92,59,51,41,51,26,8
Devil Don,Morgan Wallen,1,2023,3,3,166,0,32526947.00,2,10,125,,Major,53,32,66,38,0,9,3
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.00,7,76,128,A,Minor,81,90,77,1,0,9,5
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,873,104,30546883.00,80,227,78,,Major,44,14,9,96,0,10,3
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.00,3,33,146,B,Minor,50,67,89,0,0,19,8
New Jeans,NewJeans,1,2023,7,7,77,35,29562220.00,8,166,134,E,Minor,81,53,72,51,0,12,5
Danger (Spider) (Offset & JID),Offset,2,2023,6,2,214,0,24975653.00,3,3,143,B,Major,83,25,69,4,0,23,12
Rush,Troye Sivan,1,2023,7,13,864,78,22581161.00,71,135,126,F,Minor,74,35,84,0,0,11,6
S91,Karol G,1,2023,7,14,525,41,16011326.00,34,115,128,,Minor,86,42,72,59,0,9,19
Overdrive,Post Malone,1,2023,7,14,410,36,14780425.00,36,32,140,C#,Major,56,48,73,0,0,35,4
"Gol Bolinha, Gol Quadrado 2",Mc Pedrinho,2,2023,6,1,293,8,11956641.00,5,2,133,B,Minor,93,68,65,42,0,12,25
QUEMA,Sog,3,2023,7,13,437,31,11599388.00,17,29,97,,Major,79,92,89,5,0,6,5
